Counter,Date,User,Comment
66,"April 16, 2007 11:51AM","
lilengineerboy ","
Fords (and GM for that matter) ALWAYS finish at or near last in reliability surveys. Actually, the Euro brands are typically in that spot, but thanks for proving the case.  "
67,"April 16, 2007 11:56AM","
benderofbows ","
Fusion is a good car, however in my opinion the Accord is still better, for the following reasons:Reliability: not a landslide, Fusion appears to be ""above average"" according to most sources so far, however Accord is tops. This isn't perception, Accord reliability and longevity is well documented, and although Fusion is being received well, it is an unknown, and Fords of the past have been so-so (I won't buy another one after my 2004).Resale value: I know many people intend to keep their cars longer than the early (1-5) years where depreciation matters most, but cars can be stolen or totaled, and value counts. I suspect the difference between values of used Accords and used Fusions will typically be more than the difference in purchase prices when new. Even really old Accords command serious money; I sold a 10-year old Accord with 140,000 miles for $4,000. Try that with a Ford.Interior: Accord interior is more attractive and comfortable (to me). All of the controls feel much more sophisticated and pleasing to operate.Refinement (especially engine and trasmission): big advantage for the Accord.I drive a 2007 Accord 4-cylinder with a manual, and have been very impressed so far at 3,000 miles total. I don't miss having a V6 at all, it is a quick car at about 7.5 seconds to 60. That's not far off from a Fusion V6 (and I have tested this myself by driving both cars, plus last weekend when a Mazda6 V6 Auto tried to beat me from a red light to get into my lane). Great mileage too, just got back from a business trip and pulled 34mpg at 80mph with the AC on. "
68,"April 16, 2007 12:10PM","
lilengineerboy ","
Yeah leave it to me, I got a sub-par Accord :lemon: and the greatest Ford Contour ever made lol  "
69,"April 16, 2007 12:25PM","
thegraduate ","
LOLIt happens! Not every car will hold up to its reputation, and you proved it!Actually, I never heard of the Contour being particularly good OR bad, to be honest. "
70,"April 16, 2007 1:13PM","
captain2 ","
there is an interesting graphic in this year's CR 07 automotive issue, a line chart comparing the reliability (problems per 100 vehicles) of all brands over longer periods of time - out to 10 years. Ford, while middle of the pack, does do better than GM/Chrysler. The top 3? Toyota/Honda/Nissan in that order - by substantial margins. While it does appear that Ford can build better cars in Mexico than they can in this country, the jury is still out on things like the Fusion, it just hasn't been around long enough yet and unlike those 'Japanese 3' Ford doesn't have the same sort of history producing quality vehicles that those mfgrs. do. Agree with you on the technology 'lag', slow sales and lack of sophistication perhaps 2 reasons why some of these American branded cars are doing better. "
71,"April 16, 2007 1:53PM","
benderofbows ","
Now I can't speak for a Contour, but I did have a 1998 Mazda 626 ES-V6 for a number of years. I don't think the Contour and the 626 were as similiar as the Fusion and Mazda6 are, but they had a lot in common. The 626 was an great car, in performance (V6/manual), comfort (leather, moonroof) and long-term reliability (over 100k miles no problems).I'd have bought a stick-shift V6 Mazda6, if only I wasn't so scared of reliability and resale.Question for discussion: Why is the Fusion consistently ranked as substantially more reliable than its Mazda6 counterpart? "
72,"April 16, 2007 2:36PM","
elroy5 ","
I've come to the conclusion (after reading this forum for a while) that each person's idea of a ""Great Car"" can be as different as his/her favorite food. For some, an automatic transmission car, can have no ""Soul"". Others believe that if a car does not handle like a sports car, it's boring. I would submit to you that even Buick owners can feel as passionate about their car, as you do. I enjoy driving as much (or more than) the next guy, and I don't have to be shifting it manually, or going around corners with my hair (what little there is) on fire. Constantly shifting in heavy traffic, and being pounded by a stiff suspension, is not my idea of enjoying the ride. BMW did not corner the market on ""Soul"". Many Accord owners feel as (or more) passionate about their cars, as BMW owners do, believe it or not. Luckily different car makers make different cars, so we can all find the one we like best.  "
73,"April 16, 2007 2:39PM","
lilengineerboy ","
I don't think the Contour and the 626 were as similiar as the Fusion and Mazda6 are, but they had a lot in common. Mechanically you are totally correct, the Contour and the current get Fusion/Mazda6 have very few if any shared parts. I just meant the Mazda6 is Ford's ""sporty"" midsized sedan.I'd have bought a stick-shift V6 Mazda6, if only I wasn't so scared of reliability and resale.Everyone has concerns that are very real to them that affect buying decisions. It sounds like you are very happy with your current ride, so who cares, right? I have yet to have a horrible experience with any vehicle, but I maintain them to a very high level of service. I typically own a car from about its 2nd or 3rd to 10th bday, so I actually like cars with poor resale value :P "
74,"April 16, 2007 2:46PM","
lilengineerboy ","
I didn't mean to make it sound like I was attacking other decisions on what makes something great for them. My buddy has a Geo Prism that he thinks is the greatest car ever because it was such a good deal. That makes the car great to him. Also, I definitely realize, like I've said, I'm not a typical consumer. Its all about what meets the wants and needs of the buyer.People feeling pasionate about cars, any car, is why we are here. That doesn't necessarly imply or mandate that the car has a soul of its own, it is, as you say, about enjoying the ride.  "
75,"April 16, 2007 2:52PM","
jd10013 ","
The fusion is deffinitly a step forward for ford, and was designed to try and recapture some of the lost market share. We'll have to wait a couple years to see if it pans out. But the reason, as I said before, is simple. Ford simply neglected the passenger car market in favor of trucks and SUV's And it worked great. Back when SUV/truck sales exceeded car sales, Ford made a killing. And, they still dominate in those categories. The problem for them the last couple years is gas. with the price staying consistently above $2.00, people are returning to cars. And Ford has some catching up to do. And while ford was letting their best selling cars like the taurus and escort die a slow painful death, the big three asian manufactures were making their cars better and better. Ford was content to let them have that and focus on the much more profitable SUV/truck market. Ditto for GM.and another part of the problem is Hundai and Kia. Even when toyota/honda/nissan began to pass ford/gm in quality and reliability, the US automakers always had them in price. You could always save several thousand buying domestic. But with hundai/kia, the pricing advantage dissapeared. I doubt hundai/kia sales cut into toyota/honda/nissan much. Most of their sales probably came from the domestic three. "
